"","grpvar","term","grp","condval","condsd"
"110","FlightNumber:FlightOrigin","(Intercept)","FlightNo_194:State_E",-0.045365808853895,0.223691756990026
"111","FlightNumber:FlightOrigin","(Intercept)","FlightNo_195:State_B",0.119762015812726,0.0890398134404239
"112","FlightNumber:FlightOrigin","(Intercept)","FlightNo_196:State_E",0.262641627267638,0.0805466588875117
"113","FlightNumber:FlightOrigin","(Intercept)","FlightNo_197:State_E",0.00102251274285515,0.168963988057934
"114","FlightNumber:FlightOrigin","(Intercept)","FlightNo_198:State_E",-0.0747489131937285,0.178805495197695
"115","FlightNumber:FlightOrigin","(Intercept)","FlightNo_199:State_E",0.103649559023196,0.252228399939679
"116","FlightNumber:FlightOrigin","(Intercept)","FlightNo_2:State_E",-0.0596766087385814,0.112903634596247
"117","FlightNumber:FlightOrigin","(Intercept)","FlightNo_20:State_B",0.137194126101597,0.0594187800722905
"118","FlightNumber:FlightOrigin","(Intercept)","FlightNo_200:State_E",0.0255810106359543,0.180323627341771
"119","FlightNumber:FlightOrigin","(Intercept)","FlightNo_201:State_C",-0.0841082113862142,0.232046683734893
"120","FlightNumber:FlightOrigin","(Intercept)","FlightNo_202:State_C",-0.220176597047525,0.215178957372158
"121","FlightNumber:FlightOrigin","(Intercept)","FlightNo_203:State_E",0.111672504715898,0.245479120764323
"122","FlightNumber:FlightOrigin","(Intercept)","FlightNo_204:State_E",0.316638904157284,0.221179790581186
"123","FlightNumber:FlightOrigin","(Intercept)","FlightNo_205:State_D",0.0509069078986916,0.24602292695222
"124","FlightNumber:FlightOrigin","(Intercept)","FlightNo_206:State_D",0.184101164072405,0.172942841391391
"125","FlightNumber:FlightOrigin","(Intercept)","FlightNo_207:State_E",0.00072911951537842,0.247740379776958
"126","FlightNumber:FlightOrigin","(Intercept)","FlightNo_208:State_C",-0.0412011279046038,0.250510739501323
"127","FlightNumber:FlightOrigin","(Intercept)","FlightNo_209:State_B",0.0928618033954782,0.250916934780779
