Id,ActivityId,InterventionId,FinishTime,ActivityType,InterventionType,CommodityType,Commodity,Weight
1683205,1683133,1683203,2019-01-01T04:15:47Z,Airport,Detected,Fruit & Veg,APRICOTS,0.05
1687298,1685874,1687297,2019-01-01T22:55:57Z,Airport,Declared,Fruit & Veg,BANANAS,0.3
1687350,1685874,1687349,2019-01-01T22:55:57Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1687547,1685914,1687546,2019-01-01T23:20:09Z,Airport,Declared,Fruit & Veg,NECTARINES,0.2
1687815,1685994,1687769,2019-01-02T01:14:55Z,Airport,Detected,Fruit & Veg,TOMATOES,0.2
1688373,1686034,1688372,2019-01-02T01:45:06Z,Airport,Detected,Fruit & Veg,APPLES,0.3
1688811,1688745,1688810,2019-01-02T02:00:48Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1688812,1688745,1688810,2019-01-02T02:00:48Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1689369,1689286,1689368,2019-01-01T06:22:18Z,Airport,Detected,Fruit & Veg,CHERRY,0.5
1689370,1689286,1689368,2019-01-01T06:22:18Z,Airport,Detected,Fruit & Veg,NECTARINES,0.15
1689713,1689653,1689711,2019-01-01T09:14:24Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.125
1689714,1689653,1689711,2019-01-01T09:14:24Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.15
1689715,1689653,1689711,2019-01-01T09:14:24Z,Airport,Detected,Fruit & Veg,NECTARINES,0.45
1689716,1689653,1689711,2019-01-01T09:14:24Z,Airport,Detected,Fruit & Veg,APRICOTS,0.1
1689717,1689653,1689711,2019-01-01T09:14:24Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.4
1690346,1686194,1690345,2019-01-02T05:25:40Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
1690347,1686194,1690345,2019-01-02T05:25:40Z,Airport,Detected,Fruit & Veg,APPLES,0.3
1694423,1694384,1694422,2019-01-03T01:34:08Z,Airport,Declared,Fruit & Veg,NECTARINES,0.15
1695097,1694849,1694887,2019-01-03T02:25:29Z,Airport,Detected,Fruit & Veg,ORANGES,0.3
1697346,1697307,1697345,2019-01-02T09:58:01Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1697660,1697621,1697659,2019-01-03T06:41:50Z,Airport,Detected,Fruit & Veg,CHERRY,1
1697726,1697687,1697725,2019-01-03T07:05:26Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1698786,1698475,1698785,2019-01-03T22:01:58Z,Airport,Detected,Fruit & Veg,MANGOES,0.1
1698905,1698215,1698904,2019-01-03T23:00:58Z,Airport,Detected,Fruit & Veg,GRAPES,0.2
1699051,1698235,1699050,2019-01-03T23:18:04Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.1
1699409,1699010,1699408,2019-01-03T22:50:42Z,Airport,Declared,Fruit & Veg,BANANAS,0.4
1699429,1698215,1699428,2019-01-03T23:00:58Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1699514,1698215,1699513,2019-01-03T23:00:58Z,Airport,Declared,Fruit & Veg,MANGOES,0.15
1699766,1698375,1699765,2019-01-04T01:31:38Z,Airport,Detected,Fruit & Veg,APPLES,0.1
1699805,1698375,1699785,2019-01-04T01:31:38Z,Airport,Declared,Fruit & Veg,BANANAS,0.3
1699786,1698375,1699785,2019-01-04T01:31:38Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1699960,1698295,1699959,2019-01-03T23:30:29Z,Airport,Declared,Fruit & Veg,APPLES,0.6
1703174,1703036,1703154,2019-01-04T23:20:28Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.125
1703155,1703036,1703154,2019-01-04T23:20:28Z,Airport,Detected,Fruit & Veg,PEACHES,0.15
1703239,1698555,1703238,2019-01-04T23:05:23Z,Airport,Detected,Fruit & Veg,NECTARINES,0.2
1703342,1703282,1703340,2019-01-04T22:50:29Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.125
1703761,1703722,1703760,2019-01-05T01:15:42Z,Airport,Detected,Fruit & Veg,TOMATOES,0.1
1703873,1703834,1703872,2019-01-05T01:55:59Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.1
1704023,1703984,1704022,2019-01-05T01:20:54Z,Airport,Detected,Fruit & Veg,NECTARINES,0.05
1704086,1704047,1704085,2019-01-05T01:40:03Z,Airport,Detected,Fruit & Veg,PEACHES,0.2
1704087,1704047,1704085,2019-01-05T01:40:03Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1704272,1704193,1704271,2019-01-05T02:01:36Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
1704352,1704193,1704351,2019-01-05T02:01:36Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1704470,1704379,1704469,2019-01-04T21:50:44Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1704491,1704379,1704489,2019-01-04T21:50:44Z,Airport,Declared,Fruit & Veg,CHERRY,0.15
1704877,1704798,1704876,2019-01-04T22:20:42Z,Airport,Declared,Fruit & Veg,CHERRY,0.15
1704897,1704798,1704896,2019-01-04T22:20:42Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1705089,1705050,1705088,2019-01-05T03:10:41Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.025
1708685,1708646,1708684,2019-01-06T00:30:09Z,Airport,Declared,Fruit & Veg,APPLES,0.1
1709039,1709000,1709038,2019-01-06T01:00:35Z,Airport,Declared,Fruit & Veg,LIMES,0.1
1709917,1709858,1709916,2019-01-06T04:05:35Z,Airport,Detected,Fruit & Veg,PEACHES,0.2
1710138,1710099,1710137,2019-01-06T00:35:29Z,Airport,Detected,Fruit & Veg,NECTARINES,0.15
1712162,1712123,1712161,2019-01-06T09:21:54Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1713790,1713751,1713789,2019-01-06T21:30:44Z,Airport,Detected,Fruit & Veg,APPLES,0.6
1713889,1713451,1713832,2019-01-06T22:00:56Z,Airport,Declared,Fruit & Veg,CHERRY,0.2
1713890,1713451,1713832,2019-01-06T22:00:56Z,Airport,Declared,Fruit & Veg,APPLES,0.6
1713892,1713451,1713832,2019-01-06T22:00:56Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.1
1713833,1713451,1713832,2019-01-06T22:00:56Z,Airport,Declared,Fruit & Veg,PEARS,2
1720816,1720263,1720815,2019-01-07T23:06:13Z,Airport,Detected,Fruit & Veg,APPLES,0.3
1725495,1724390,1725494,2019-01-08T22:40:45Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1725736,1724450,1725735,2019-01-08T23:10:26Z,Airport,Declared,Fruit & Veg,NECTARINES,0.2
1726357,1724510,1726356,2019-01-09T01:10:28Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1726483,1724530,1726482,2019-01-09T01:25:39Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1726503,1724530,1726502,2019-01-09T01:25:39Z,Airport,Declared,Fruit & Veg,GRAPES,0.1
1726504,1724530,1726502,2019-01-09T01:25:39Z,Airport,Declared,Fruit & Veg,PEACHES,0.1
1726607,1724590,1726606,2019-01-09T01:41:43Z,Airport,Declared,Fruit & Veg,STRAWBERRIES,0.1
1726608,1724590,1726606,2019-01-09T01:41:43Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1726760,1724550,1726759,2019-01-09T01:54:50Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1726998,1724734,1726997,2019-01-09T03:33:04Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1727124,1724694,1727123,2019-01-09T03:25:10Z,Airport,Declared,Fruit & Veg,TOMATOES,0.15
1727125,1724694,1727123,2019-01-09T03:25:10Z,Airport,Declared,Fruit & Veg,MANGOES,1
1727126,1724694,1727123,2019-01-09T03:25:10Z,Airport,Declared,Fruit & Veg,MANDARINS,0.5
1727127,1724694,1727123,2019-01-09T03:25:10Z,Airport,Declared,Fruit & Veg,AVOCADOS,0.2
1727128,1724694,1727123,2019-01-09T03:25:10Z,Airport,Declared,Fruit & Veg,PEARS,0.3
1730028,1729969,1730027,2019-01-09T23:30:02Z,Airport,Detected,Fruit & Veg,MANGOES,0.25
1730398,1730339,1730397,2019-01-10T01:20:57Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1732854,1732795,1732853,2019-01-10T07:30:43Z,Airport,Declared,Fruit & Veg,BANANAS,0.4
1731563,1731524,1731562,2019-01-10T02:30:20Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1731869,1730687,1731868,2019-01-10T02:40:47Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1732004,1730707,1732003,2019-01-10T03:20:04Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1733875,1733836,1733874,2019-01-10T22:30:40Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1734024,1733985,1734023,2019-01-10T22:55:11Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1734025,1733985,1734023,2019-01-10T22:55:11Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
1734589,1734550,1734588,2019-01-10T23:35:05Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
1734712,1734673,1734711,2019-01-11T01:20:40Z,Airport,Detected,Fruit & Veg,CHERRY,0.05
1734839,1734799,1734837,2019-01-10T20:31:01Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1735017,1734978,1735016,2019-01-11T02:05:31Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1735100,1735061,1735099,2019-01-11T01:45:34Z,Airport,Declared,Fruit & Veg,FRUIT SALAD,0.15
1738288,1737951,1738286,2019-01-11T23:00:18Z,Airport,Detected,Fruit & Veg,BANANAS,0.8
1738436,1737991,1738435,2019-01-11T23:37:12Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1739306,1738897,1739305,2019-01-12T03:25:09Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1739483,1738131,1739482,2019-01-12T03:39:55Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1740223,1739872,1740222,2019-01-12T05:45:43Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1744252,1744213,1744251,2019-01-13T08:45:29Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1744418,1744379,1744417,2019-01-13T09:04:51Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.025
1744438,1744379,1744437,2019-01-13T09:04:51Z,Airport,Detected,Fruit & Veg,MANGOES,0.15
1744439,1744379,1744437,2019-01-13T09:04:51Z,Airport,Detected,Fruit & Veg,CHERRY TOMATOES,0.2
1744577,1744519,1744557,2019-01-13T09:30:30Z,Airport,Declared,Fruit & Veg,APPLES,0.03
1744558,1744519,1744557,2019-01-13T09:30:30Z,Airport,Declared,Fruit & Veg,BANANAS,0.02
1747253,1746395,1747252,2019-01-14T02:24:00Z,Airport,Detected,Fruit & Veg,GRAPES,0.5
1746788,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1746789,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.3
1746790,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,GRAPES,1
1746791,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,MANGOES,0.2
1746792,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.04
1746579,1746235,1746578,2019-01-14T02:11:10Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1747030,1746295,1747029,2019-01-14T02:15:59Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1747050,1746295,1747049,2019-01-14T02:15:59Z,Airport,Detected,Fruit & Veg,LYCHEES,0.2
1751979,1751898,1751978,2019-01-15T09:15:41Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.12
1752990,1752932,1752970,2019-01-15T23:00:20Z,Airport,Detected,Fruit & Veg,ORANGES,1
1752971,1752932,1752970,2019-01-15T23:00:20Z,Airport,Detected,Fruit & Veg,APPLES,0.8
1753739,1753700,1753738,2019-01-16T00:35:19Z,Airport,Detected,Fruit & Veg,PEACHES,0.8
1754549,1754510,1754548,2019-01-15T21:29:27Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1756312,1756273,1756311,2019-01-16T06:30:14Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1756542,1756111,1756541,2019-01-16T06:48:45Z,Airport,Detected,Fruit & Veg,CHERRY TOMATOES,0.1
1756788,1756729,1756787,2019-01-16T07:25:48Z,Airport,Declared,Fruit & Veg,LEMONS,0.15
1756984,1756913,1756983,2019-01-16T09:50:36Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1761279,1760717,1761278,2019-01-17T09:30:55Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1762250,1761912,1762249,2019-01-17T22:55:00Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1762624,1762566,1762604,2019-01-18T00:35:41Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.15
1762605,1762566,1762604,2019-01-18T00:35:41Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1762724,1762685,1762723,2019-01-18T02:35:01Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1763183,1763105,1763163,2019-01-18T03:00:00Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1763164,1763105,1763163,2019-01-18T03:00:00Z,Airport,Declared,Fruit & Veg,CHERRY TOMATOES,0.05
1763623,1763531,1763622,2019-01-18T02:36:06Z,Airport,Declared,Fruit & Veg,NECTARINES,0.125
1763624,1763531,1763622,2019-01-18T02:36:06Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
1764528,1764322,1764527,2019-01-18T06:30:17Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.125
1765651,1765080,1765650,2019-01-18T10:35:14Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1765879,1765800,1765878,2019-01-18T20:25:01Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1772796,1772749,1772793,2019-01-20T05:45:46Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.5
1772797,1772749,1772793,2019-01-20T05:45:46Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.4
1772798,1772749,1772793,2019-01-20T05:45:46Z,Airport,Detected,Fruit & Veg,MANGOES,1.2
1773062,1772311,1773061,2019-01-20T07:11:23Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1773194,1772391,1773193,2019-01-20T09:01:31Z,Airport,Detected,Fruit & Veg,BANANAS,1.5
1773304,1773265,1773303,2019-01-20T09:10:02Z,Airport,Declared,Fruit & Veg,APPLES,0.03
1773723,1772511,1773722,2019-01-20T10:18:33Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1775275,1775236,1775274,2019-01-21T01:25:29Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1775613,1775574,1775612,2019-01-21T02:50:04Z,Airport,Declared,Fruit & Veg,APPLES,0.3
1775855,1774367,1775854,2019-01-20T22:00:27Z,Airport,Declared,Fruit & Veg,ORANGES,0.2
1775875,1774367,1775874,2019-01-20T22:00:27Z,Airport,Declared,Fruit & Veg,BANANAS,0.6
1776055,1776013,1776054,2019-01-21T03:45:13Z,Airport,Declared,Fruit & Veg,CHERRY TOMATOES,0.1
1779764,1779725,1779763,2019-01-22T00:30:40Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1780336,1779075,1780335,2019-01-22T01:40:20Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1781337,1781295,1781336,2019-01-22T05:34:06Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1781738,1781470,1781737,2019-01-22T06:37:53Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1785131,1782867,1785130,2019-01-23T01:30:16Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1785151,1782867,1785150,2019-01-23T01:30:16Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1785236,1782887,1785235,2019-01-23T02:15:11Z,Airport,Detected,Fruit & Veg,TOMATOES,0.3
1785483,1782907,1785482,2019-01-23T03:14:20Z,Airport,Declared,Fruit & Veg,APPLES,0.3
1786100,1786061,1786099,2019-01-23T07:20:09Z,Airport,Detected,Fruit & Veg,GRAPES,0.05
1786907,1786816,1786874,2019-01-23T09:15:27Z,Airport,Declared,Fruit & Veg,GRAPES,0.1
1786908,1786816,1786874,2019-01-23T09:15:27Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
1786875,1786816,1786874,2019-01-23T09:15:27Z,Airport,Declared,Fruit & Veg,CHERRY,0.15
1787130,1787087,1787128,2019-01-23T07:29:52Z,Airport,Detected,Fruit & Veg,FRUIT SALAD,0.05
1790045,1788026,1790044,2019-01-24T02:00:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
1790357,1790224,1790356,2019-01-24T01:45:40Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1791370,1791331,1791369,2019-01-24T02:55:49Z,Airport,Detected,Fruit & Veg,GRAPES,0.4
1791435,1762374,1791434,2019-01-17T22:30:02Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.125
1791436,1762374,1791434,2019-01-17T22:30:02Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.5
1791437,1762374,1791434,2019-01-17T22:30:02Z,Airport,Detected,Fruit & Veg,PEACHES,0.6
1791735,1791696,1791734,2019-01-24T05:25:00Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1791797,1791758,1791796,2019-01-24T05:30:02Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1791798,1791758,1791796,2019-01-24T05:30:02Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1795613,1795555,1795593,2019-01-25T02:30:17Z,Airport,Detected,Fruit & Veg,LEMONS,0.2
1795594,1795555,1795593,2019-01-25T02:30:17Z,Airport,Detected,Fruit & Veg,GRAPEFRUIT,0.4
1795692,1793851,1795672,2019-01-25T02:56:49Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1795673,1793851,1795672,2019-01-25T02:56:49Z,Airport,Detected,Fruit & Veg,APPLES,0.5
1795752,1793871,1795751,2019-01-25T03:00:13Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1796285,1796246,1796284,2019-01-25T05:29:27Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1796328,1796246,1796284,2019-01-25T05:29:27Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1796329,1796246,1796284,2019-01-25T05:29:27Z,Airport,Detected,Fruit & Veg,TOMATOES,0.075
1796629,1796532,1796628,2019-01-25T06:10:45Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.125
1796630,1796532,1796628,2019-01-25T06:10:45Z,Airport,Detected,Fruit & Veg,CHERRY,1
1796631,1796532,1796628,2019-01-25T06:10:45Z,Airport,Detected,Fruit & Veg,BLACKBERRIES,0.25
1796863,1796824,1796862,2019-01-25T07:10:09Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1800768,1800729,1800767,2019-01-26T04:20:16Z,Airport,Detected,Fruit & Veg,ORANGES,1.2
1801444,1801386,1801424,2019-01-26T09:31:24Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1801425,1801386,1801424,2019-01-26T09:31:24Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1801714,1801675,1801713,2019-01-26T06:30:00Z,Airport,Detected,Fruit & Veg,APPLES,0.6
1801829,1801770,1801828,2019-01-26T05:57:02Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1802543,1802504,1802542,2019-01-26T22:00:27Z,Airport,Detected,Fruit & Veg,ORANGES,0.4
1808960,1806628,1808959,2019-01-28T02:20:39Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1809064,1809003,1809063,2019-01-28T06:30:46Z,Airport,Declared,Fruit & Veg,APPLES,0.03
1809321,1807090,1809320,2019-01-28T08:10:13Z,Airport,Detected,Fruit & Veg,PEARS,0.1
1809648,1807209,1809647,2019-01-28T09:48:20Z,Airport,Detected,Fruit & Veg,PLUMS,0.8
1809706,1807209,1809705,2019-01-28T09:48:20Z,Airport,Detected,Fruit & Veg,APPLES,0.1
1809896,1808393,1809895,2019-01-28T06:00:20Z,Airport,Detected,Fruit & Veg,APPLES (TOFFEE),0.22
1810019,1808453,1810018,2019-01-28T06:35:16Z,Airport,Detected,Fruit & Veg,APPLES,0.05
1810130,1808493,1810129,2019-01-28T07:00:49Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
1810853,1810539,1810852,2019-01-28T21:00:18Z,Airport,Detected,Fruit & Veg,ORANGES,0.05
1810854,1810539,1810852,2019-01-28T21:00:18Z,Airport,Detected,Fruit & Veg,BANANAS,0.06
1810855,1810539,1810852,2019-01-28T21:00:18Z,Airport,Detected,Fruit & Veg,APPLES,0.04
1811022,1810579,1811021,2019-01-28T23:10:39Z,Airport,Detected,Fruit & Veg,APPLES,0.3
1811102,1810579,1811101,2019-01-28T23:10:39Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1811188,1810619,1811187,2019-01-28T23:25:44Z,Airport,Declared,Fruit & Veg,STRAWBERRIES,0.1
1811410,1810559,1811409,2019-01-28T21:45:22Z,Airport,Detected,Fruit & Veg,GRAPES,0.2
1811411,1810559,1811409,2019-01-28T21:45:22Z,Airport,Detected,Fruit & Veg,APPLES,0.35
1811442,1810559,1811441,2019-01-28T21:45:22Z,Airport,Declared,Fruit & Veg,BANANAS,0.3
1811443,1810559,1811441,2019-01-28T21:45:22Z,Airport,Declared,Fruit & Veg,GRAPES,0.21
1811444,1810559,1811441,2019-01-28T21:45:22Z,Airport,Declared,Fruit & Veg,NECTARINES,0.3
1811445,1810559,1811441,2019-01-28T21:45:22Z,Airport,Declared,Fruit & Veg,TOMATOES,0.1
1811446,1810559,1811441,2019-01-28T21:45:22Z,Airport,Declared,Fruit & Veg,CHILLIES,0.05
1811807,1810659,1811806,2019-01-29T00:39:31Z,Airport,Detected,Fruit & Veg,GRAPES,0.02
1811808,1810659,1811806,2019-01-29T00:39:31Z,Airport,Detected,Fruit & Veg,PEARS,0.15
1812023,1811673,1812022,2019-01-29T00:39:09Z,Airport,Detected,Fruit & Veg,ORANGES,0.4
1812024,1811673,1812022,2019-01-29T00:39:09Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.45
1812025,1811673,1812022,2019-01-29T00:39:09Z,Airport,Detected,Fruit & Veg,CHERRY,0.05
1812026,1811673,1812022,2019-01-29T00:39:09Z,Airport,Detected,Fruit & Veg,APPLES,0.6
1812907,1810719,1812906,2019-01-29T02:00:38Z,Airport,Detected,Fruit & Veg,APRICOTS,0.3
1812908,1810719,1812906,2019-01-29T02:00:38Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.3
1813194,1811513,1813193,2019-01-29T03:40:06Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1813330,1810779,1813329,2019-01-29T03:30:06Z,Airport,Detected,Fruit & Veg,PLUMS,0.1
1813331,1810779,1813329,2019-01-29T03:30:06Z,Airport,Detected,Fruit & Veg,NECTARINES,0.1
1813442,1810739,1813441,2019-01-29T02:10:27Z,Airport,Detected,Fruit & Veg,APPLES,0.1
1817272,1815310,1817271,2019-01-29T22:46:31Z,Airport,Detected,Fruit & Veg,GRAPES,0.5
1819958,1815470,1819957,2019-01-30T02:00:38Z,Airport,Detected,Fruit & Veg,PEACHES,0.15
1820918,1815570,1820917,2019-01-30T05:20:00Z,Airport,Detected,Fruit & Veg,CHERRY,0.15
1821082,1815450,1821081,2019-01-30T01:20:40Z,Airport,Detected,Fruit & Veg,PEARS,0.05
1821134,1815450,1821133,2019-01-30T01:20:40Z,Airport,Detected,Fruit & Veg,NECTARINES,0.2
1821361,1815630,1821341,2019-01-30T06:50:36Z,Airport,Detected,Fruit & Veg,PEARS,0.2
1821342,1815630,1821341,2019-01-30T06:50:36Z,Airport,Detected,Fruit & Veg,APPLES,0.1
1821403,1815650,1821402,2019-01-30T06:52:13Z,Airport,Detected,Fruit & Veg,NECTARINES,0.2
1821768,1821709,1821767,2019-01-30T06:40:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1821796,1811982,1821795,2019-01-30T07:37:44Z,Airport,Detected,Fruit & Veg,PLUMS,0.02
1822530,1822491,1822529,2019-01-30T22:55:25Z,Airport,Detected,Fruit & Veg,APPLES,0.4
1823086,1822908,1823085,2019-01-30T21:05:54Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
1823087,1822908,1823085,2019-01-30T21:05:54Z,Airport,Detected,Fruit & Veg,APPLES,0.4
1826531,1825440,1826530,2019-01-31T11:01:13Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
1827713,1827470,1827712,2019-01-31T22:50:02Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1827813,1827490,1827812,2019-01-31T23:00:18Z,Airport,Declared,Fruit & Veg,APPLES,0.15
1830908,1830013,1830907,2019-02-01T09:02:37Z,Airport,Declared,Fruit & Veg,APPLES,0.1
1831215,1831077,1831214,2019-02-01T09:28:43Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1831235,1831077,1831234,2019-02-01T09:28:43Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1832191,1832108,1832190,2019-02-01T22:30:39Z,Airport,Detected,Fruit & Veg,LEMONS,0.8
1832192,1832108,1832190,2019-02-01T22:30:39Z,Airport,Detected,Fruit & Veg,MANGOES,1.5
1832223,1832108,1832222,2019-02-01T22:30:39Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1832368,1832329,1832367,2019-02-01T22:30:40Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
1832428,1832329,1832427,2019-02-01T22:30:40Z,Airport,Declared,Fruit & Veg,NECTARINES,0.25
1832429,1832329,1832427,2019-02-01T22:30:40Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.125
1832430,1832329,1832427,2019-02-01T22:30:40Z,Airport,Declared,Fruit & Veg,CHERRY,0.1
1835578,1835499,1835577,2019-02-02T22:50:13Z,Airport,Detected,Fruit & Veg,BANANAS,0.25
1835579,1835499,1835577,2019-02-02T22:50:13Z,Airport,Detected,Fruit & Veg,NECTARINES,0.1
1835716,1835637,1835715,2019-02-02T22:55:57Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.1
1835717,1835637,1835715,2019-02-02T22:55:57Z,Airport,Detected,Fruit & Veg,GRAPES,0.1
1835873,1835814,1835872,2019-02-02T23:20:13Z,Airport,Declared,Fruit & Veg,PEACHES,0.5
1837078,1837039,1837077,2019-02-03T03:10:33Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1841578,1841519,1841577,2019-02-04T05:44:00Z,Airport,Declared,Fruit & Veg,MANGOES,0.4
1841896,1839937,1841895,2019-02-04T01:55:00Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
1842010,1839910,1842009,2019-02-04T01:30:21Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1842661,1842590,1842660,2019-02-04T06:20:00Z,Airport,Detected,Fruit & Veg,APPLES,0.15
1842662,1842590,1842660,2019-02-04T06:20:00Z,Airport,Detected,Fruit & Veg,PEARS,0.2
1842713,1842590,1842712,2019-02-04T06:20:00Z,Airport,Detected,Fruit & Veg,LEMONS,0.025
1842818,1842779,1842817,2019-02-04T07:05:12Z,Airport,Detected,Fruit & Veg,CHERRY TOMATOES,0.15
1842956,1842917,1842955,2019-02-04T08:35:33Z,Airport,Detected,Fruit & Veg,ORANGES,0.6
1845179,1845137,1845178,2019-02-05T02:00:10Z,Airport,Detected,Fruit & Veg,APPLES,0.12
1845419,1845357,1845418,2019-02-05T01:45:39Z,Airport,Detected,Fruit & Veg,MANGOES,0.1
